,winner,method,weightclass,red_slpm,red_str_acc,red_sapm,red_str_def,red_td_avg,red_td_acc,red_td_def,red_sub_avg,blue_slpm,blue_str_acc,blue_sapm,blue_str_def,blue_td_avg,blue_td_acc,blue_td_def,blue_sub_avg,red_fighter_elo,blue_fighter_elo
604,1,1,4,3.54,0.5,1.91,0.58,5.69,0.53,0.31,0.0,2.62,0.65,0.89,0.41,6.58,0.6,0.6,2.4,1616.3097242768415,1597.782089080619
605,0,6,11,4.58,0.34,4.48,0.62,0.31,0.15,0.5,0.3,4.7,0.53,2.9,0.54,1.44,0.43,0.53,0.1,1487.9576557710654,1599.8017403711804
606,1,6,6,3.23,0.5,3.22,0.58,5.25,0.35,0.9,0.1,3.48,0.47,3.23,0.6,1.95,0.35,0.54,0.6,1576.08902501283,1582.3423312920588
607,0,6,0,5.38,0.41,6.29,0.55,0.48,0.16,0.82,0.5,5.28,0.44,3.47,0.6,2.63,0.51,0.75,0.4,1508.3680238631052,1558.043827195347
608,0,6,5,4.3,0.43,3.38,0.46,4.17,0.52,0.75,0.1,3.8,0.49,3.59,0.46,1.65,0.33,1.0,0.0,1504.6884808620437,1533.6784318373232
609,1,5,7,4.5,0.52,4.33,0.51,1.14,0.52,0.76,0.7,5.27,0.51,4.51,0.59,1.05,0.43,0.48,0.0,1570.7923723433737,1517.3361163038724
610,1,1,4,2.11,0.59,2.54,0.46,0.0,0.0,0.5,0.0,4.55,0.48,4.88,0.41,0.98,0.33,0.46,0.2,1482.3098229443408,1453.821626505381
611,0,6,3,5.02,0.56,4.69,0.53,0.0,0.0,0.6,0.2,2.32,0.54,1.76,0.53,4.13,0.42,0.66,1.4,1466.8298335509912,1545.4668221337608
612,1,4,11,7.1,0.51,4.89,0.51,1.52,0.55,0.58,0.3,4.42,0.33,4.89,0.51,0.7,0.24,0.42,0.6,1507.264657599829,1506.2592885022784
613,1,1,4,3.48,0.48,2.63,0.52,0.0,0.0,0.72,0.0,2.57,0.48,3.87,0.44,0.96,0.3,0.83,0.3,1548.3165590624556,1535.1918616056505
614,1,6,5,2.83,0.45,2.71,0.47,3.24,0.57,0.71,0.6,2.9,0.59,2.39,0.56,0.76,0.3,0.5,0.8,1526.2261133067311,1507.208983635665
615,0,6,3,4.19,0.46,3.2,0.58,2.04,0.46,0.77,0.8,1.61,0.45,1.35,0.57,5.29,0.41,0.25,0.8,1523.093646296324,1600.7382051085813
616,1,6,0,4.38,0.57,2.15,0.6,3.26,0.39,0.78,0.3,0.2,0.18,4.53,0.3,0.0,0.0,0.0,0.0,1567.661141267988,1486.2813461789422
617,0,1,3,4.13,0.4,4.17,0.55,0.49,0.4,0.43,1.2,4.45,0.46,4.03,0.52,0.84,0.26,0.63,0.3,1508.3478555867523,1505.2794401256392
618,1,6,7,3.54,0.48,4.05,0.5,1.71,0.24,0.8,0.1,2.65,0.47,3.62,0.5,1.26,0.4,0.67,0.1,1499.1671463580262,1439.9420106242917
619,1,1,0,4.92,0.44,2.77,0.52,1.89,0.6,0.76,0.3,4.24,0.56,4.88,0.49,2.53,0.71,0.76,0.0,1551.5143140990454,1500.637276949443
620,1,6,0,4.06,0.46,4.06,0.71,0.16,0.14,0.83,0.0,5.41,0.53,2.96,0.61,1.62,0.4,0.83,0.2,1564.245420566562,1515.2893793039632
621,1,1,7,4.75,0.59,3.01,0.51,0.24,0.11,0.72,0.0,3.59,0.51,4.9,0.3,0.56,0.5,0.66,0.0,1529.9953381762662,1469.266908685577
622,1,1,6,3.81,0.54,3.22,0.54,1.7,0.51,0.91,0.0,4.22,0.29,6.31,0.48,0.0,0.0,0.46,0.5,1576.9691675006052,1485.5667520288484
623,0,1,6,4.14,0.34,3.6,0.59,2.32,0.3,0.2,0.0,2.89,0.44,3.76,0.46,4.65,0.57,0.42,0.0,1484.0,1499.977842943566
624,0,4,3,3.96,0.44,3.62,0.6,1.51,0.44,0.64,0.4,4.46,0.39,3.06,0.47,0.75,0.75,0.45,1.2,1596.427510050283,1573.3507276488272
625,0,5,2,4.65,0.46,3.78,0.52,0.71,0.29,0.59,0.6,4.08,0.37,6.59,0.49,1.07,0.26,0.55,1.1,1598.5868346439045,1571.8746563342097
626,1,6,6,6.26,0.4,6.02,0.55,0.18,0.25,0.94,0.2,4.38,0.41,5.32,0.55,0.31,0.09,0.25,0.3,1513.6808783798926,1486.2582151911563
627,1,6,12,6.64,0.39,5.25,0.54,0.0,0.0,1.0,0.0,4.41,0.46,4.57,0.58,1.08,0.32,0.6,0.1,1510.3227532095264,1513.3820871163805
628,1,5,6,7.87,0.6,4.2,0.52,2.0,0.66,0.88,1.0,4.2,0.45,3.63,0.47,4.1,0.43,0.37,0.6,1546.2196815108168,1545.7653930332597
629,0,5,0,4.19,0.4,4.55,0.55,1.37,0.37,0.84,0.0,5.11,0.53,4.64,0.6,2.46,0.37,0.82,0.7,1486.116292070608,1549.8443527994104
630,1,4,3,1.73,0.45,1.1,0.59,1.83,0.35,0.4,1.8,1.66,0.4,4.14,0.3,2.54,0.27,0.55,0.4,1514.4886579544586,1455.928243434334
631,1,5,3,3.44,0.44,5.08,0.42,0.0,0.0,0.33,1.7,3.95,0.45,8.28,0.34,2.32,0.5,0.0,1.2,1501.0767818336844,1425.531667028451
632,0,4,6,1.56,0.49,2.78,0.46,3.17,0.36,0.6,1.2,2.85,0.51,1.62,0.64,1.62,0.4,0.7,0.2,1518.0247559234074,1577.3296053339857
633,1,5,3,2.71,0.43,3.8,0.44,1.09,0.36,0.64,0.8,4.59,0.5,5.16,0.56,3.99,0.58,0.62,0.0,1509.5727484234285,1453.590915137264
634,0,4,3,4.58,0.53,3.82,0.53,2.88,0.38,0.63,0.0,3.75,0.39,3.8,0.41,0.0,0.0,0.2,0.5,1464.9501009186292,1472.3136185154576
635,0,1,2,2.07,0.7,1.57,0.4,3.76,0.8,0.62,0.0,2.94,0.41,3.77,0.44,1.85,0.36,0.66,0.0,1468.9995850841306,1544.9444979782572
636,0,1,2,6.18,0.56,3.36,0.58,1.67,0.34,0.7,0.2,4.69,0.47,3.84,0.64,2.02,0.61,0.92,1.1,1684.7729657271243,1625.1641430104694
637,1,6,7,4.54,0.43,3.41,0.59,0.8,0.38,0.81,0.0,6.22,0.58,6.56,0.49,0.36,0.75,0.8,0.0,1644.4888611132203,1552.1713608539749
638,0,4,8,5.05,0.51,5.44,0.57,0.56,0.5,0.87,0.1,4.77,0.54,2.77,0.51,1.02,0.33,0.73,0.4,1570.0908501132783,1586.5458472595071
639,1,6,0,4.36,0.42,2.51,0.56,5.89,0.35,0.82,0.3,3.82,0.47,3.46,0.59,1.84,0.31,0.76,0.1,1643.9432535259027,1513.7506482957988
640,1,5,7,4.5,0.63,2.61,0.46,6.27,0.45,0.66,1.9,4.96,0.5,4.86,0.55,1.17,0.42,0.87,0.0,1600.6103147627778,1551.2419807081578
641,1,6,12,2.89,0.54,3.46,0.44,1.14,0.62,0.59,0.7,3.31,0.4,3.9,0.52,0.89,0.17,0.25,1.2,1572.027457230507,1565.4684383890988
642,1,1,4,3.7,0.57,2.9,0.51,1.4,0.45,0.59,0.5,3.36,0.49,2.84,0.51,0.0,0.0,0.77,0.0,1548.7942465171554,1488.5060739373355
643,1,6,0,3.1,0.51,1.7,0.64,2.63,0.81,1.0,1.5,1.53,0.57,2.79,0.49,0.0,0.0,0.25,1.6,1526.0505290454942,1502.0412411926166
644,1,1,5,10.91,0.64,4.55,0.53,0.0,0.0,0.5,0.0,3.34,0.43,3.72,0.55,1.07,0.42,0.0,0.7,1547.4759806256434,1501.475923064998
645,0,1,8,3.57,0.42,6.38,0.53,0.34,0.11,0.71,0.0,5.62,0.5,3.7,0.51,0.0,0.0,1.0,0.0,1466.9501056954089,1514.4733093712457
646,1,6,8,4.26,0.49,2.25,0.62,2.16,0.5,0.72,0.0,1.6,0.35,4.93,0.36,1.92,1.0,0.5,0.0,1545.5737897205404,1469.4088856280405
647,0,6,11,4.62,0.45,3.91,0.61,1.65,0.52,0.53,0.6,3.39,0.45,2.31,0.6,2.39,0.41,0.44,0.3,1443.9654798633048,1561.7447530103118
648,1,6,7,5.09,0.44,3.69,0.56,1.53,0.3,0.8,0.4,3.72,0.41,3.48,0.51,1.45,0.41,0.5,0.9,1575.273710930172,1545.1486825070656
649,1,1,2,3.67,0.45,3.55,0.56,0.94,0.25,0.58,0.2,3.84,0.37,4.15,0.51,2.17,0.44,0.7,0.2,1567.1784239359297,1518.96435449738
650,0,6,7,2.13,0.24,4.47,0.6,0.0,0.0,1.0,0.0,4.44,0.5,4.96,0.5,0.73,0.18,0.66,0.0,1482.7332106038143,1449.1494525855444
651,0,1,7,3.42,0.43,3.28,0.55,0.71,0.26,0.81,0.0,5.6,0.53,4.95,0.51,2.31,0.38,0.88,0.3,1557.172634218966,1555.239001304302
652,1,6,6,4.23,0.39,3.8,0.58,0.61,0.4,0.81,0.0,3.07,0.49,5.49,0.44,0.98,0.28,0.63,0.0,1515.6269490196685,1470.674698808583
653,1,5,7,3.33,0.55,4.4,0.49,3.52,0.26,1.0,1.2,5.84,0.53,3.31,0.53,0.17,0.33,0.41,0.0,1528.908295975505,1486.289211427597
654,0,1,8,3.17,0.54,2.39,0.58,1.07,0.5,0.72,0.3,3.6,0.54,4.79,0.48,0.25,1.0,0.83,0.0,1488.1541987568614,1553.8906618243948
655,1,4,6,5.63,0.45,2.58,0.63,2.11,0.75,0.85,0.0,3.12,0.42,4.3,0.58,1.11,0.26,0.8,0.0,1499.9994678413975,1484.0
656,1,6,12,3.87,0.56,2.47,0.52,2.03,0.51,0.73,0.1,2.77,0.59,4.14,0.48,1.55,0.66,0.54,0.0,1567.2730169915153,1503.7065579549292
657,0,6,5,3.03,0.54,3.24,0.44,2.17,0.32,0.58,0.1,5.57,0.54,3.24,0.54,0.15,0.2,0.53,0.0,1470.580376852749,1476.3304649576812
658,1,4,8,3.75,0.48,3.66,0.58,1.37,0.4,0.69,0.3,2.41,0.43,1.31,0.48,3.08,0.44,0.8,0.8,1512.5689244406635,1529.1688785067531
659,0,1,5,4.46,0.62,2.73,0.58,0.38,0.07,1.0,0.0,3.96,0.55,3.22,0.43,0.0,0.0,0.57,1.2,1468.752971329509,1534.389700925174
660,0,1,2,2.04,0.34,3.79,0.48,0.28,0.5,0.5,0.6,6.84,0.57,4.0,0.52,0.78,0.22,0.8,1.2,1439.7010622972118,1548.1743260267244
661,0,2,7,3.58,0.42,3.56,0.49,1.11,0.4,0.33,0.9,4.45,0.55,3.26,0.58,0.85,0.32,0.78,1.1,1575.8669108545778,1619.262212931426
662,1,6,6,4.36,0.48,3.55,0.6,1.82,0.44,0.71,0.6,4.36,0.4,4.33,0.51,0.66,0.17,0.56,0.1,1605.903791722511,1518.1285069239225
663,1,1,8,4.47,0.47,3.26,0.54,0.79,0.39,0.73,0.6,3.38,0.49,2.9,0.62,1.08,0.32,0.72,0.0,1613.794709074178,1567.3898252755887
664,0,6,11,4.04,0.47,4.87,0.56,1.86,0.43,0.8,0.7,5.19,0.47,2.35,0.64,0.4,0.25,0.91,0.0,1535.119201959998,1589.7454298601408
665,0,1,8,5.61,0.57,4.61,0.44,3.01,0.44,0.0,0.8,3.38,0.53,3.03,0.56,0.59,0.12,1.0,0.0,1485.3746613079152,1528.6232274508784
666,1,5,12,5.28,0.49,4.65,0.62,1.78,0.36,0.38,0.5,6.45,0.41,6.55,0.51,0.86,0.62,0.64,0.0,1489.2447617580196,1456.694767104305
667,0,6,3,2.8,0.23,5.23,0.55,2.0,0.22,0.66,0.5,4.74,0.49,3.62,0.57,0.5,0.2,0.67,0.4,1496.7982548224863,1531.3267815666418
668,1,1,8,3.15,0.61,1.09,0.56,4.81,0.65,0.82,0.6,9.28,0.43,12.83,0.42,0.0,0.0,1.0,0.0,1531.9158252887826,1485.3185248812115
669,1,6,2,2.84,0.52,2.81,0.5,0.93,0.66,0.76,0.5,3.81,0.48,4.15,0.53,0.31,0.07,0.71,0.6,1514.3430203381174,1482.112050212385
670,1,1,11,4.81,0.5,3.54,0.5,0.34,0.37,0.74,0.6,2.49,0.39,4.54,0.46,0.93,0.27,0.54,1.7,1539.2999722473971,1471.8407746068149
671,0,6,6,6.77,0.4,7.7,0.55,0.5,0.33,1.0,0.0,3.75,0.5,2.61,0.62,0.0,0.0,0.85,0.0,1470.131569596204,1529.5116065271886
672,0,6,4,3.74,0.59,2.94,0.57,4.42,0.66,1.0,0.6,3.57,0.46,3.97,0.49,2.0,0.46,0.7,0.0,1502.688087153885,1498.488876492673
673,0,4,7,5.95,0.42,4.57,0.6,0.73,0.64,0.76,0.2,6.12,0.48,4.9,0.54,2.55,0.5,0.5,0.7,1580.934898476733,1651.932335187716
674,1,6,9,4.1,0.49,3.32,0.61,0.83,0.27,0.62,0.6,3.83,0.58,4.85,0.51,0.57,0.29,0.63,1.5,1587.2908550832628,1517.4527847667862
675,1,1,8,3.43,0.46,2.48,0.51,2.12,0.38,0.53,0.2,3.85,0.46,3.06,0.53,2.27,0.56,0.16,0.8,1589.129414892279,1548.3743861589935
676,1,4,7,6.16,0.51,6.43,0.53,0.0,0.0,0.82,0.0,5.98,0.47,5.58,0.52,0.21,0.25,0.67,0.1,1520.781946548411,1463.995943104449
677,0,6,2,3.45,0.41,2.88,0.61,0.93,0.47,0.75,0.3,3.99,0.48,2.66,0.6,4.67,0.48,0.61,0.2,1620.7543960825055,1626.947559806851
678,0,6,0,4.84,0.52,4.73,0.5,1.88,0.34,0.61,0.0,5.35,0.53,3.64,0.56,1.1,0.5,0.64,0.6,1494.3284041016998,1483.771450395221
679,0,4,2,5.43,0.48,4.27,0.56,0.34,0.21,0.47,0.6,5.57,0.46,4.18,0.58,0.58,0.55,0.84,0.3,1507.6555313847743,1582.370308266359
680,0,4,0,4.49,0.39,4.26,0.54,1.58,0.25,0.2,1.3,4.62,0.44,7.41,0.57,0.0,0.0,1.0,0.0,1517.4633926082513,1499.6871974444782
681,1,1,12,2.86,0.48,2.86,0.56,2.74,0.4,0.41,0.9,2.74,0.4,2.5,0.53,0.75,0.33,0.35,1.7,1585.9771766458368,1470.42377977295
682,0,5,8,2.22,0.41,3.38,0.58,0.94,0.28,0.72,0.5,3.17,0.41,3.6,0.48,1.61,1.0,0.33,3.2,1468.2002665134105,1532.006174484968
683,1,5,9,3.71,0.45,3.67,0.51,2.55,0.44,0.75,0.5,4.03,0.44,7.15,0.43,0.15,0.33,0.65,0.0,1532.229818066223,1506.122441907769
684,0,5,3,2.5,0.45,2.0,0.43,1.72,0.35,0.26,1.0,1.67,0.5,4.7,0.43,2.36,0.33,0.0,3.5,1457.6440605646435,1467.7484553952434
685,1,1,5,3.66,0.52,2.46,0.57,0.8,0.22,0.87,0.0,3.87,0.53,3.12,0.44,0.45,1.0,0.57,0.9,1662.1136691465522,1527.8849759935438
686,1,5,6,2.92,0.42,3.44,0.56,1.5,0.45,0.48,1.7,5.26,0.41,4.49,0.63,0.22,0.5,0.55,0.9,1520.3198057240038,1505.9696739893736
687,0,6,0,2.98,0.43,3.87,0.61,5.17,0.44,0.75,0.3,5.33,0.47,3.91,0.54,1.92,0.33,0.66,0.9,1549.950052585519,1609.1451801903931
688,0,1,7,5.33,0.59,3.72,0.55,2.11,0.34,0.9,0.2,3.54,0.49,3.54,0.49,1.14,0.23,0.53,0.8,1481.3521872974372,1529.4215774800712
689,0,6,4,3.82,0.45,3.22,0.57,0.37,0.35,0.76,0.2,5.76,0.49,3.47,0.55,0.49,0.5,0.66,0.2,1492.3206156596398,1571.067988040312
690,0,6,8,3.77,0.42,4.24,0.54,1.01,0.57,0.45,0.4,3.54,0.51,3.25,0.54,3.46,0.36,0.71,2.3,1482.648778224505,1473.78242860062
691,1,1,0,6.06,0.48,2.83,0.64,0.46,0.33,1.0,0.5,3.28,0.49,2.4,0.5,0.66,1.0,0.42,0.0,1561.4832452690544,1496.5959877027526
692,1,6,0,4.36,0.55,2.57,0.59,3.97,0.44,0.8,0.5,4.59,0.48,2.61,0.62,0.27,0.33,0.77,0.3,1547.8974797693363,1558.5970296504345
693,0,1,2,1.68,0.33,5.72,0.31,1.68,0.16,0.33,8.4,4.87,0.52,4.13,0.56,0.6,0.5,0.86,0.9,1486.9478665519562,1565.3242330754172
694,1,1,6,3.64,0.37,4.5,0.56,0.0,0.0,0.82,0.0,5.82,0.45,4.85,0.46,0.41,0.12,0.66,1.6,1517.566071525508,1529.3964848799685
695,1,1,3,8.1,0.54,5.24,0.6,1.11,0.63,0.8,0.0,4.49,0.53,7.86,0.41,2.59,0.25,0.0,2.6,1570.3743892272255,1501.3811667891948
696,1,6,8,2.62,0.54,2.42,0.53,1.18,0.36,0.63,0.4,3.81,0.38,3.09,0.54,3.64,0.42,0.68,0.2,1655.2593869730467,1608.81875408523
697,1,6,3,4.41,0.5,3.92,0.5,2.74,0.47,0.68,0.9,4.46,0.39,3.06,0.47,0.75,0.75,0.45,1.2,1638.556299949112,1573.3507276488272
698,1,5,8,3.25,0.6,2.17,0.51,1.4,0.25,0.85,1.2,4.11,0.46,3.02,0.55,0.25,0.41,0.63,0.0,1617.7164995421892,1555.4187910563408
699,0,6,6,4.91,0.45,4.37,0.55,0.39,0.35,0.66,0.9,5.19,0.53,3.14,0.42,0.96,0.28,0.5,1.7,1577.201694608766,1604.6150658435995
700,1,1,2,3.75,0.35,4.46,0.6,1.09,0.37,0.46,0.1,2.44,0.59,1.64,0.6,3.27,0.36,0.33,1.3,1579.745032249749,1567.0692157673457
701,1,6,5,4.0,0.55,3.92,0.49,0.56,0.31,0.78,0.2,5.33,0.47,4.05,0.57,0.33,0.25,0.62,0.0,1557.751667013635,1530.1798568786996
702,1,6,9,5.19,0.39,6.64,0.56,0.15,0.5,0.77,0.2,6.22,0.55,4.84,0.49,1.09,0.46,0.7,0.0,1526.2147156730905,1523.542601750263
703,1,1,0,2.98,0.4,3.76,0.6,1.03,0.34,0.8,0.0,3.31,0.41,4.59,0.54,1.68,0.41,0.6,0.7,1556.7059657622976,1485.243764211608
704,0,5,11,7.89,0.52,5.65,0.57,1.45,0.34,0.7,0.7,4.04,0.41,3.87,0.53,0.52,0.55,0.68,0.3,1539.667711057494,1517.9052481600577
705,1,5,3,3.13,0.47,3.2,0.49,3.56,0.47,0.63,1.7,3.52,0.45,4.29,0.49,4.06,0.47,0.73,0.8,1559.3602939748994,1498.851018515324
706,1,1,2,3.84,0.37,4.15,0.51,2.17,0.44,0.7,0.2,4.94,0.39,5.04,0.44,0.0,0.0,0.53,0.0,1518.96435449738,1487.2042853428222
707,0,1,4,4.67,0.53,5.0,0.55,0.17,0.2,1.0,0.2,2.57,0.48,3.87,0.44,0.96,0.3,0.83,0.3,1567.023777187616,1535.1918616056505
708,1,6,0,4.58,0.43,4.0,0.55,0.61,0.38,0.73,0.1,4.59,0.58,2.65,0.63,0.24,0.25,0.7,0.1,1597.9296026299885,1560.1506575033611
709,0,1,5,3.19,0.49,5.04,0.44,0.44,0.22,0.5,0.6,3.73,0.38,4.51,0.48,0.0,0.0,0.58,0.1,1519.6614390510654,1553.1931683080577
710,1,1,6,6.4,0.45,6.01,0.63,0.35,0.2,0.84,0.0,4.39,0.46,4.53,0.53,2.31,0.34,0.78,0.1,1589.7535750047211,1489.6261192310606
711,1,5,0,3.39,0.44,2.66,0.56,3.73,0.47,0.59,1.0,4.4,0.51,2.63,0.6,0.18,0.25,0.67,0.7,1502.2388203003036,1468.3520108786915
712,0,4,7,4.77,0.51,3.42,0.54,1.85,0.47,0.57,0.9,2.04,0.49,2.33,0.51,4.02,0.49,0.35,1.2,1514.8005937132834,1544.4075581503491
713,0,6,8,4.49,0.46,5.82,0.51,0.42,0.3,0.73,0.0,6.61,0.51,6.49,0.5,0.69,0.4,1.0,0.3,1506.4827488154574,1500.583343169123
714,1,1,3,4.15,0.44,3.43,0.59,1.54,0.27,1.0,2.6,5.96,0.39,7.39,0.55,0.0,0.0,1.0,0.0,1529.7732033848854,1453.5566418677636
715,1,1,6,5.04,0.56,2.34,0.46,1.17,0.4,0.88,0.6,3.86,0.49,2.72,0.52,1.95,0.34,0.54,1.2,1500.2276227118475,1469.13231002293
716,1,6,9,4.28,0.51,4.15,0.61,1.62,0.4,0.8,1.2,2.2,0.46,2.48,0.52,2.48,0.42,0.5,0.6,1530.5793043754352,1471.163420866316
717,1,1,3,2.99,0.6,2.69,0.46,2.73,0.44,0.45,1.6,3.9,0.45,3.43,0.5,1.6,0.21,0.67,0.2,1558.49687088119,1500.761956605429
718,0,4,12,4.36,0.43,5.2,0.61,0.33,0.12,0.88,0.0,2.62,0.33,3.77,0.53,2.5,0.2,0.5,0.2,1468.736306793522,1516.5896160561508
719,0,1,6,3.78,0.48,2.65,0.57,1.9,0.34,0.8,0.9,3.79,0.48,1.84,0.53,3.25,0.37,0.75,0.0,1634.112784258811,1609.4452247502495
720,1,1,6,5.53,0.48,4.55,0.41,0.77,0.55,0.75,1.1,6.4,0.52,3.72,0.62,1.22,0.39,0.74,0.3,1509.0910982842145,1510.2946159603723
721,0,6,0,5.49,0.46,3.67,0.57,0.79,0.34,0.42,0.4,2.82,0.54,3.64,0.49,1.69,0.35,0.58,1.4,1581.5329813469689,1620.9765515940398
722,1,5,8,4.0,0.55,2.94,0.59,3.62,0.54,0.86,0.9,3.74,0.42,3.48,0.57,1.1,0.34,0.59,0.1,1619.8538467112608,1548.121268297304
723,0,6,6,2.63,0.33,3.0,0.61,3.1,0.35,0.66,0.6,3.66,0.43,4.53,0.53,0.39,0.5,0.69,0.8,1485.6919054263828,1511.5036323514917
724,0,5,7,5.0,0.53,3.88,0.48,1.47,0.56,0.37,0.0,3.47,0.44,3.29,0.46,2.31,0.41,0.46,1.1,1481.0890389450308,1478.811125156776
725,1,5,9,2.62,0.44,3.05,0.51,1.97,0.3,0.56,1.2,2.81,0.42,3.28,0.55,0.63,0.37,0.52,0.2,1517.671163259358,1495.72067565117
726,0,1,7,4.94,0.58,3.45,0.42,3.5,0.55,0.33,2.1,2.14,0.54,2.98,0.42,2.15,0.47,0.68,0.9,1499.2367219242874,1504.664081485742
727,1,1,6,4.33,0.55,3.54,0.5,1.65,0.27,0.69,0.0,1.97,0.53,1.85,0.5,2.06,0.48,0.14,1.4,1574.2985638945656,1511.2679066709911
728,1,1,5,6.28,0.62,6.31,0.46,1.06,0.3,1.0,0.3,4.44,0.5,4.96,0.5,0.73,0.18,0.66,0.0,1498.227540587996,1472.4343219941627
729,0,5,8,3.23,0.51,4.17,0.45,1.55,0.2,0.42,0.8,4.4,0.48,6.74,0.45,0.91,0.45,0.65,0.4,1462.4441646478865,1460.733085146955
730,1,4,11,3.12,0.45,3.48,0.49,0.93,0.41,0.55,0.3,2.72,0.51,2.58,0.6,1.0,0.36,0.72,0.2,1531.261262113546,1501.4211423392662
731,1,5,7,3.55,0.53,3.67,0.45,1.53,0.38,0.56,1.3,2.52,0.44,3.03,0.43,1.52,0.2,0.37,1.4,1606.2860231859024,1506.6578688294785
732,1,6,8,5.42,0.48,3.42,0.52,1.16,0.41,0.92,0.0,3.45,0.43,2.63,0.61,1.46,0.41,0.67,0.6,1583.9733368114828,1584.9571285330112
733,1,5,6,4.53,0.51,2.96,0.38,2.59,0.34,0.55,2.2,2.55,0.61,1.84,0.57,2.19,0.25,0.3,1.1,1571.018861657522,1512.7962116027072
734,1,5,0,6.73,0.55,3.75,0.44,0.32,0.33,0.75,0.3,0.73,0.33,2.89,0.45,1.16,0.2,0.33,0.6,1529.1713006018294,1468.072568409165
735,0,1,12,3.42,0.4,4.03,0.61,1.8,0.33,0.69,0.2,4.29,0.39,3.24,0.6,2.06,0.53,0.83,0.6,1494.5109219738624,1544.0389016769377
736,0,5,8,5.49,0.6,3.46,0.56,0.37,0.5,0.55,0.0,3.42,0.48,3.39,0.49,5.36,0.43,0.4,0.4,1514.0298780136045,1517.4841009186086
737,0,5,2,5.12,0.54,3.32,0.54,5.02,0.5,0.55,0.8,2.48,0.5,2.49,0.42,2.49,0.68,0.56,1.0,1514.5451354878203,1534.5465226110744
738,0,5,0,3.11,0.46,2.76,0.53,0.68,0.3,0.38,0.5,2.27,0.57,1.61,0.53,0.69,0.6,0.41,0.7,1481.6323429470997,1500.7089044439422
739,1,1,7,4.75,0.59,3.01,0.51,0.24,0.11,0.72,0.0,3.61,0.41,5.23,0.38,0.96,0.42,0.72,0.0,1529.9953381762662,1442.7778540687402
740,1,6,4,4.7,0.5,4.13,0.58,1.38,0.46,0.5,0.2,5.82,0.53,2.87,0.63,0.0,0.0,0.82,0.0,1545.8713274586808,1469.5818548819416
741,1,1,2,2.73,0.5,2.65,0.41,2.21,0.8,0.66,0.6,4.69,0.57,2.87,0.56,0.0,0.0,0.6,0.0,1483.305350342781,1468.0968946882183
742,0,6,9,3.6,0.37,4.07,0.5,0.7,0.31,0.67,0.6,3.1,0.54,1.79,0.55,4.68,0.46,0.66,0.2,1481.4061720286431,1562.188388855622
743,0,6,3,4.74,0.49,3.62,0.57,0.5,0.2,0.67,0.4,2.06,0.57,2.94,0.45,6.41,0.35,0.6,0.4,1531.3267815666418,1532.7326332519551
744,0,1,5,5.74,0.55,5.7,0.43,0.6,0.6,0.68,0.2,5.0,0.62,3.5,0.53,0.11,0.5,0.78,0.2,1563.0541299381066,1622.4681166367814
745,0,1,4,4.54,0.43,3.81,0.54,0.63,0.4,0.75,0.0,8.07,0.67,2.89,0.65,3.27,1.0,1.0,1.6,1575.831810048486,1615.4590444494563
746,1,1,12,6.44,0.5,5.51,0.54,2.23,0.54,0.72,0.3,3.31,0.4,3.9,0.52,0.89,0.17,0.25,1.2,1582.8522862608631,1565.4684383890988
747,0,1,6,3.37,0.4,3.69,0.57,2.39,0.39,0.36,1.0,5.17,0.53,4.98,0.41,3.97,0.37,0.68,1.2,1520.7481807136164,1541.1478806110574
748,1,1,2,3.7,0.47,4.76,0.46,0.35,0.4,0.67,1.9,1.87,0.62,1.22,0.49,3.98,0.48,0.5,1.8,1549.0881705136153,1570.947313984958
749,1,6,3,4.45,0.46,4.03,0.52,0.84,0.26,0.63,0.3,4.14,0.47,3.5,0.57,0.27,0.12,0.9,0.0,1505.2794401256392,1503.2399563933973
750,0,4,12,4.18,0.36,5.29,0.57,2.74,0.37,0.81,0.1,4.28,0.48,3.87,0.61,3.12,0.47,0.81,0.9,1546.5277247862248,1556.823887400686
751,1,5,6,4.7,0.48,4.13,0.54,3.84,0.75,0.45,0.8,2.84,0.43,3.1,0.52,1.18,0.26,0.5,0.7,1531.720440288616,1481.80888245011
752,1,1,6,5.75,0.55,3.97,0.56,1.78,0.31,0.62,0.0,3.56,0.49,3.97,0.52,2.86,0.66,0.62,0.0,1512.5930508406004,1531.1652758160992
753,1,6,1,4.42,0.5,4.94,0.53,1.68,0.37,0.73,0.1,3.13,0.47,3.32,0.54,1.97,0.5,0.68,0.8,1520.630360898116,1553.7392355693155
754,1,6,3,8.1,0.54,5.24,0.6,1.11,0.63,0.8,0.0,5.1,0.44,5.99,0.51,0.0,0.0,0.65,0.0,1570.3743892272255,1487.4803139706023
755,0,1,2,4.21,0.43,4.82,0.48,0.63,0.27,0.75,0.2,5.45,0.49,4.07,0.56,1.74,0.4,0.8,0.2,1487.4424764654705,1503.8259889777564
756,1,6,4,2.62,0.65,0.89,0.41,6.58,0.6,0.6,2.4,2.48,0.5,2.48,0.4,0.57,0.26,0.52,0.0,1597.782089080619,1591.4180365274085
757,0,1,8,5.22,0.43,3.8,0.65,3.68,0.76,0.73,2.2,4.05,0.43,3.69,0.52,0.98,0.27,0.58,0.1,1550.840915919904,1528.4342738908904
758,1,6,4,3.71,0.47,4.34,0.44,1.02,0.37,0.6,0.5,3.22,0.43,3.61,0.46,0.59,0.38,0.46,0.0,1530.8895989232,1484.736306793522
