,winner,method,weightclass,red_slpm,red_str_acc,red_sapm,red_str_def,red_td_avg,red_td_acc,red_td_def,red_sub_avg,blue_slpm,blue_str_acc,blue_sapm,blue_str_def,blue_td_avg,blue_td_acc,blue_td_def,blue_sub_avg,red_fighter_elo,blue_fighter_elo
3443,0,1,0,4.03,0.4,3.9,0.6,0.88,0.27,0.92,0.1,3.37,0.4,4.53,0.54,0.87,0.41,0.46,0.3,1529.448789427253,1503.442315544669
3444,1,5,6,3.74,0.52,2.3,0.57,6.86,0.48,1.0,0.8,3.78,0.46,3.17,0.54,2.5,0.51,0.31,0.2,1589.4125596737051,1523.6487891733452
3445,1,1,4,3.05,0.39,3.33,0.54,0.29,0.28,0.7,0.1,2.6,0.35,5.3,0.46,0.74,0.66,0.0,0.0,1476.0737894433453,1466.053086805941
3446,0,1,8,2.47,0.39,2.83,0.6,2.04,0.47,0.86,0.4,3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3,1469.9348050737915,1449.7906545590477
3447,1,5,2,4.36,0.36,3.05,0.68,0.46,0.28,0.96,0.3,3.08,0.46,3.93,0.56,0.56,0.18,0.6,0.3,1526.6412391777942,1457.54882279581
3448,0,4,5,4.38,0.44,5.47,0.55,0.45,0.23,0.83,0.0,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1,1491.716103004381,1485.826156720025
3449,1,6,11,4.3,0.43,3.43,0.57,1.9,0.44,0.66,0.3,4.05,0.39,5.25,0.55,1.03,0.25,0.69,0.1,1527.2902979197886,1540.7530391922012
3450,0,6,6,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2,4.69,0.43,3.53,0.55,0.94,0.33,0.77,0.0,1545.9122549208585,1559.0273734300506
3451,1,6,8,4.39,0.43,3.48,0.57,2.28,0.39,0.89,0.2,1.1,0.2,3.62,0.49,1.35,0.26,0.16,0.3,1684.6532900173931,1502.342808044827
3452,1,6,6,3.7,0.46,2.51,0.69,1.62,0.5,0.75,0.0,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,1527.0294391648465,1512.8320809616168
3453,0,5,0,2.95,0.39,3.22,0.63,0.22,0.2,0.58,0.4,5.66,0.51,3.89,0.56,1.41,0.48,0.72,0.6,1471.7824548798783,1545.43811083857
3454,0,1,3,2.12,0.46,1.66,0.62,4.54,0.57,0.69,0.6,4.37,0.36,9.84,0.5,1.28,0.33,0.75,0.0,1499.4255333334868,1500.577679864456
3455,0,6,8,4.11,0.46,3.02,0.55,0.25,0.41,0.63,0.0,2.3,0.46,3.31,0.56,0.55,0.46,0.69,0.0,1555.4187910563408,1552.991511015587
3456,1,1,8,3.43,0.46,2.48,0.51,2.12,0.38,0.53,0.2,1.23,0.4,3.28,0.39,0.0,0.0,0.5,0.8,1589.129414892279,1472.6034357551778
3457,1,5,2,3.45,0.41,2.88,0.61,0.93,0.47,0.75,0.3,1.28,0.41,2.71,0.51,3.45,0.47,0.22,0.4,1620.7543960825055,1488.6373691746555
3458,0,4,2,2.95,0.33,3.02,0.51,1.31,0.31,0.47,1.7,1.33,0.44,2.98,0.46,3.96,0.43,0.35,1.1,1486.1857766354678,1492.8887617801674
3459,1,5,8,2.48,0.42,3.0,0.46,2.85,0.26,0.44,1.1,3.66,0.51,2.62,0.66,1.94,0.76,0.73,0.0,1522.5061053306104,1523.7546242966164
3460,0,1,7,3.71,0.45,5.72,0.55,1.31,0.2,0.75,1.0,3.05,0.45,3.29,0.48,1.75,0.45,0.67,0.1,1468.736278479182,1509.4391397549905
3461,0,1,7,3.62,0.38,4.64,0.61,1.86,0.34,0.78,0.3,3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1,1524.3167883564813,1529.5068452340472
3462,1,6,9,2.69,0.55,3.87,0.44,0.52,0.27,0.47,0.1,3.73,0.5,3.52,0.5,4.34,0.52,0.33,0.2,1459.4494270029222,1456.3107328129836
3463,0,7,8,,,,,,,,,,,,,,,,,1468.736306793522,1484.3586693064558
3464,1,5,11,2.86,0.48,2.86,0.56,2.74,0.4,0.41,0.9,5.28,0.49,4.65,0.62,1.78,0.36,0.38,0.5,1533.3720015713138,1508.9475877382797
3465,1,6,7,4.19,0.42,2.39,0.53,1.27,0.28,0.59,0.0,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7,1572.1801476900964,1491.4983848626796
3466,0,6,8,1.8,0.43,2.07,0.63,2.49,0.24,0.61,1.0,4.36,0.52,2.74,0.54,2.82,0.45,0.89,0.1,1579.0603986736885,1680.220340653585
3467,0,5,12,4.19,0.41,3.69,0.58,0.44,0.4,0.54,0.7,3.22,0.61,1.58,0.47,4.65,0.47,0.8,0.7,1501.0856363719556,1575.138870702247
3468,0,1,5,4.6,0.5,4.49,0.56,0.46,0.44,0.64,0.0,5.58,0.54,3.54,0.5,0.31,0.28,0.82,0.3,1487.187837654196,1570.9962089223363
3469,0,6,0,1.37,0.4,2.14,0.52,1.79,0.6,0.64,0.9,3.44,0.55,2.84,0.51,2.27,0.55,0.64,0.4,1497.9146073287989,1476.6815287551
3470,0,6,11,,,,,,,,,4.62,0.45,3.91,0.61,1.65,0.52,0.53,0.6,1472.1681672934742,1443.9654798633048
3471,1,1,8,5.05,0.51,5.22,0.52,0.99,0.53,0.62,0.7,4.78,0.42,3.59,0.65,1.05,0.54,0.78,0.0,1616.2028205777356,1509.9559918332272
3472,0,4,8,2.96,0.35,2.91,0.55,0.62,0.28,0.66,0.6,2.38,0.47,2.51,0.57,3.94,0.36,0.47,0.6,1526.3308614605396,1486.8123743951917
3473,0,6,3,3.96,0.44,3.62,0.6,1.51,0.44,0.64,0.4,4.41,0.5,3.92,0.5,2.74,0.47,0.68,0.9,1596.427510050283,1638.556299949112
3474,1,1,12,2.9,0.58,2.8,0.54,0.85,0.57,0.76,0.0,5.4,0.44,7.22,0.58,0.0,0.0,0.83,0.3,1515.1300617146144,1467.990706939399
3475,1,1,2,5.26,0.41,4.49,0.63,0.22,0.5,0.55,0.9,2.22,0.41,4.79,0.41,2.9,0.46,0.62,0.5,1494.5612582181832,1468.5465707431529
3476,1,6,2,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3,4.68,0.35,4.62,0.58,0.74,0.42,0.57,0.1,1537.5003145665553,1458.1625143081478
3477,0,6,0,3.47,0.42,4.68,0.53,0.0,0.0,0.52,0.6,3.94,0.47,3.5,0.52,1.74,0.31,0.61,0.1,1457.527235433134,1495.145461099289
3478,1,5,6,1.56,0.49,2.78,0.46,3.17,0.36,0.6,1.2,5.4,0.5,1.8,0.59,1.0,1.0,0.71,0.0,1518.0247559234074,1484.0344114568177
3479,1,1,9,4.55,0.51,2.62,0.57,2.73,0.54,0.82,0.7,4.1,0.49,3.32,0.61,0.83,0.27,0.62,0.6,1647.8731790013271,1587.2908550832628
3480,0,4,7,2.53,0.47,2.83,0.62,2.57,0.39,0.57,1.3,3.74,0.42,3.48,0.57,1.1,0.34,0.59,0.1,1527.8007932516175,1548.918641127935
3481,1,5,12,3.31,0.4,3.9,0.52,0.89,0.17,0.25,1.2,3.55,0.44,3.2,0.51,1.53,0.38,0.28,1.8,1565.4684383890988,1466.6242658019848
3482,1,1,0,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,3.31,0.41,4.59,0.54,1.68,0.41,0.6,0.7,1601.4361660198783,1485.243764211608
3483,0,1,7,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,1518.477690132528,1528.478095433715
3484,1,5,7,1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5,2.57,0.51,2.42,0.57,0.72,0.4,0.4,0.5,1540.1737033746265,1515.6080559442214
3485,1,5,4,3.29,0.48,3.8,0.44,1.82,0.46,0.37,1.9,3.98,0.51,6.08,0.52,1.54,0.37,1.0,0.0,1511.0665310903942,1456.303399232152
3486,1,5,6,2.64,0.37,3.44,0.56,1.95,0.4,0.83,0.6,2.65,0.35,3.61,0.59,0.86,0.33,0.83,0.0,1519.9932538681155,1494.3946973208658
3487,1,1,8,4.26,0.41,3.52,0.56,0.75,0.2,0.68,0.5,5.95,0.42,4.57,0.6,0.73,0.64,0.76,0.2,1576.3681588297995,1561.8465222012262
3488,1,1,8,3.04,0.48,3.95,0.5,1.22,0.5,0.62,0.8,1.41,0.45,2.2,0.56,1.76,0.38,1.0,0.0,1520.9356773761745,1505.1610248108193
3489,0,1,7,2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1,5.09,0.44,3.69,0.56,1.53,0.3,0.8,0.4,1539.886302520964,1575.273710930172
3490,0,6,8,3.23,0.38,3.7,0.47,1.85,0.2,0.5,0.0,2.53,0.45,2.14,0.65,2.37,0.29,0.66,0.7,1529.5097323826894,1524.7346483488825
3491,1,5,7,2.6,0.47,3.72,0.52,0.81,0.25,0.77,1.0,0.65,0.26,3.64,0.21,0.0,0.0,0.0,0.0,1454.694127634908,1468.037696054721
3492,0,1,6,4.11,0.44,4.65,0.56,0.45,0.5,0.72,0.1,3.88,0.42,3.6,0.5,3.18,0.43,0.75,0.8,1564.010233765801,1592.4745438697269
3493,1,6,2,3.77,0.4,2.82,0.65,2.29,0.31,0.65,0.3,4.79,0.51,4.0,0.59,1.01,0.5,0.63,0.4,1568.2719761792766,1576.5231835080765
3494,1,6,4,3.37,0.59,2.57,0.57,0.96,0.66,0.36,0.0,6.04,0.45,6.65,0.52,0.09,0.5,0.74,0.0,1543.5068539767517,1413.323604515493
3495,1,1,7,1.66,0.39,1.91,0.56,2.55,0.32,0.43,0.0,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,1494.126479215647,1571.2186919455112
3496,1,6,0,4.41,0.52,2.21,0.58,2.51,0.29,0.42,0.7,2.86,0.49,3.84,0.53,4.92,0.49,0.58,1.0,1649.4350748845532,1544.9489787592493
3497,0,1,6,2.92,0.42,3.44,0.56,1.5,0.45,0.48,1.7,5.03,0.48,4.72,0.51,0.73,0.34,0.78,0.3,1520.3198057240038,1611.317151499945
3498,1,6,8,2.89,0.4,1.86,0.63,2.13,0.44,0.58,0.2,1.81,0.31,3.03,0.59,3.72,0.52,0.66,0.1,1554.3417793680703,1500.742279611428
3499,0,1,0,4.36,0.42,2.51,0.56,5.89,0.35,0.82,0.3,2.98,0.43,3.87,0.61,5.17,0.44,0.75,0.3,1643.9432535259027,1549.950052585519
3500,1,1,8,2.91,0.4,3.23,0.49,1.32,0.61,0.62,0.3,4.16,0.47,3.19,0.62,0.32,0.12,0.85,0.3,1484.060519304234,1484.0459609718764
3501,1,6,5,4.43,0.46,2.22,0.59,4.89,0.5,0.83,0.0,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1,1571.4194358400964,1484.4902620259058
3502,1,6,8,2.68,0.37,2.59,0.58,0.71,0.27,0.68,1.0,2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3,1562.1864050264448,1500.3890427596382
3503,1,1,6,5.3,0.5,4.33,0.52,1.24,0.36,0.64,1.3,6.59,0.58,7.18,0.51,0.1,0.14,0.68,0.0,1654.7927553436607,1601.7683209537274
3504,0,5,8,3.66,0.39,2.67,0.55,0.59,0.46,0.38,1.0,2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6,1495.302087874452,1484.1407767325677
3505,1,4,7,4.02,0.48,3.2,0.55,0.05,0.11,0.76,0.1,4.54,0.46,4.37,0.56,1.51,0.45,0.69,0.4,1620.0325847465183,1544.3681135116467
3506,1,4,12,,,,,,,,,4.29,0.39,4.0,0.55,0.39,0.31,0.39,0.5,1534.8698654701616,1475.5233489070256
3507,0,5,7,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8,1515.6710267322767,1518.4037503225554
3508,1,1,8,3.38,0.49,2.9,0.62,1.08,0.32,0.72,0.0,2.55,0.48,2.62,0.46,0.95,0.18,0.55,0.0,1567.3898252755887,1469.118267342514
3509,0,6,3,1.83,0.29,3.04,0.55,5.15,0.42,0.47,0.6,2.57,0.43,2.55,0.56,0.62,0.23,0.44,1.1,1517.8260317995891,1533.8880363189955
3510,0,1,7,2.98,0.42,2.23,0.57,1.33,0.39,0.82,0.1,3.42,0.43,3.28,0.55,0.71,0.26,0.81,0.0,1553.3116857508985,1557.172634218966
3511,1,1,6,3.17,0.48,3.57,0.52,2.1,0.37,0.53,0.5,2.67,0.43,3.56,0.43,1.25,0.27,0.45,0.4,1570.4516581929151,1454.4642126177796
3512,0,6,11,3.34,0.37,5.2,0.5,0.84,0.5,0.14,0.0,4.08,0.41,3.77,0.58,0.7,0.5,0.71,0.0,1468.3341811992625,1469.4331885261531
3513,0,6,8,3.12,0.39,3.88,0.58,1.26,0.34,0.73,0.6,2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5,1471.9311310163446,1530.8293302970144
3514,0,5,4,2.33,0.56,3.25,0.59,1.73,0.75,1.0,0.0,1.68,0.38,1.87,0.48,0.41,0.33,0.58,0.4,1531.815836345613,1513.406044510478
3515,0,1,0,3.13,0.5,3.73,0.55,3.32,0.6,0.71,1.3,3.45,0.35,3.18,0.61,0.54,0.22,0.7,0.3,1480.164596904669,1563.3488614291136
3516,1,6,0,6.61,0.52,4.37,0.5,0.71,0.3,0.72,0.2,4.12,0.51,4.12,0.52,2.71,0.41,1.0,0.5,1507.5576291247496,1469.387672200868
3517,1,6,6,4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8,4.06,0.4,4.53,0.61,0.63,0.18,0.74,0.2,1681.4957612040164,1545.948993114678
3518,1,6,12,3.71,0.42,3.48,0.63,1.46,0.5,0.61,0.4,6.28,0.48,3.25,0.62,0.27,0.62,0.8,0.1,1584.4334103430106,1570.2690200513332
3519,1,6,2,4.36,0.48,3.55,0.6,1.82,0.44,0.71,0.6,4.6,0.38,6.62,0.53,0.36,0.29,0.77,0.1,1533.995272201353,1517.0001397858318
3520,1,6,2,4.89,0.48,3.0,0.64,5.22,0.56,0.77,0.8,2.63,0.31,5.11,0.58,1.14,0.15,0.62,0.0,1589.0906672782091,1458.0401023582494
3521,0,1,6,2.84,0.39,5.39,0.54,2.39,0.45,0.54,2.0,6.18,0.57,4.96,0.52,0.21,0.5,0.65,0.0,1501.1305407228615,1498.9281845293292
3522,1,4,12,5.54,0.43,5.51,0.57,0.31,0.22,0.74,0.2,3.84,0.37,5.19,0.48,1.08,0.28,0.75,0.8,1503.7591344820742,1490.3772779045391
3523,0,1,6,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1.0,2.48,0.51,2.97,0.55,2.36,0.33,0.7,0.5,1517.3679378448626,1520.769748239063
3524,0,6,11,4.48,0.42,5.66,0.57,0.71,0.4,0.68,0.4,4.03,0.34,4.59,0.53,0.95,0.22,0.5,0.0,1455.2135381122646,1485.1857019090464
3525,1,6,5,3.03,0.54,3.24,0.44,2.17,0.32,0.58,0.1,4.35,0.53,4.24,0.41,0.0,0.0,0.37,0.0,1470.580376852749,1456.7693199511175
3526,0,1,4,3.59,0.52,2.64,0.55,1.75,0.31,0.31,1.2,4.97,0.57,2.99,0.54,0.61,0.66,0.72,0.2,1582.1850075926352,1599.7162701987268
3527,0,6,5,3.43,0.54,3.97,0.49,0.53,0.18,0.7,0.4,3.44,0.49,3.03,0.52,1.03,0.48,0.69,0.3,1502.826674943529,1580.4463541294244
3528,1,6,0,3.83,0.45,5.3,0.62,0.42,0.25,0.46,0.0,4.02,0.32,6.07,0.5,0.5,0.22,0.44,0.0,1514.6257343932132,1438.8426036269127
3529,1,1,8,2.62,0.54,2.42,0.53,1.18,0.36,0.63,0.4,2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5,1655.2593869730467,1491.8719975345805
3530,0,5,7,1.72,0.34,4.03,0.49,0.0,0.0,0.07,0.0,3.43,0.55,2.63,0.55,2.5,0.5,0.4,1.5,1441.0715735865515,1466.8534075626942
3531,1,1,8,3.18,0.39,3.73,0.5,0.24,0.09,0.57,0.2,2.38,0.36,3.55,0.37,0.87,0.16,0.0,0.0,1495.4838096859069,1470.696504525356
3532,1,5,2,5.2,0.51,4.16,0.45,0.74,0.33,0.5,2.2,5.45,0.5,3.37,0.56,0.0,0.0,0.65,0.0,1499.7995142653187,1527.5782057266092
3533,1,5,5,2.52,0.44,3.03,0.43,1.52,0.2,0.37,1.4,3.66,0.52,2.46,0.57,0.8,0.22,0.87,0.0,1531.0520802843123,1662.1136691465522
3534,0,4,6,3.73,0.44,2.93,0.54,0.75,0.46,0.55,0.6,2.47,0.42,1.59,0.64,1.54,0.37,0.62,0.2,1541.8821972433975,1519.6115261609937
3535,0,5,4,3.97,0.53,3.3,0.54,0.0,0.0,0.28,0.0,2.95,0.7,2.53,0.35,3.16,0.66,1.0,3.2,1499.706922163167,1516.757654714381
3536,1,7,10,,,,,,,,,,,,,,,,,1573.1781261745243,1486.7284754545087
3537,0,1,2,3.77,0.4,2.82,0.65,2.29,0.31,0.65,0.3,4.08,0.37,6.59,0.49,1.07,0.26,0.55,1.1,1568.2719761792766,1571.8746563342097
3538,1,6,0,6.7,0.61,3.48,0.6,0.29,0.42,0.61,0.3,2.77,0.44,4.31,0.49,1.25,0.53,0.58,0.2,1619.5507812305807,1458.5853974500003
3539,0,6,4,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7,3.82,0.45,3.22,0.57,0.37,0.35,0.76,0.2,1489.2530996808375,1492.3206156596398
3540,0,4,9,2.57,0.61,1.63,0.47,2.77,0.65,0.42,0.8,2.92,0.41,3.9,0.51,1.39,0.44,0.88,0.6,1507.8740713032553,1553.461814463598
3541,0,4,12,3.42,0.39,4.13,0.47,1.09,0.27,0.66,0.6,3.31,0.4,3.9,0.52,0.89,0.17,0.25,1.2,1431.1943066201047,1565.4684383890988
3542,0,1,6,3.78,0.48,2.65,0.57,1.9,0.34,0.8,0.9,4.38,0.4,4.62,0.57,1.24,0.36,0.71,0.1,1634.112784258811,1568.1981552901018
3543,1,4,0,3.2,0.4,3.58,0.61,0.71,0.28,0.82,0.0,5.38,0.41,6.29,0.55,0.48,0.16,0.82,0.5,1506.943171346612,1508.3680238631052
3544,1,0,7,2.65,0.47,2.58,0.54,3.55,0.54,0.62,1.2,3.02,0.46,3.35,0.53,1.69,0.48,0.77,0.5,1487.2365158779717,1421.4681299295962
3545,0,1,8,2.74,0.45,2.84,0.6,1.8,0.35,0.7,1.5,2.63,0.36,2.73,0.58,0.97,0.29,0.57,0.4,1508.2104017438733,1502.647494619492
3546,0,4,0,2.53,0.34,3.61,0.54,2.57,0.25,0.8,0.8,4.32,0.46,3.91,0.6,2.17,0.37,0.76,0.0,1530.9823632672717,1512.5795979822444
3547,1,4,5,3.45,0.47,2.64,0.53,3.25,0.42,1.0,1.2,3.85,0.46,4.79,0.43,0.0,0.0,0.64,0.0,1547.8064136502271,1483.2876642046665
3548,0,1,2,3.75,0.35,4.46,0.6,1.09,0.37,0.46,0.1,3.15,0.4,3.14,0.58,1.11,0.38,0.62,0.4,1579.745032249749,1492.838209814453
3549,1,6,12,6.44,0.5,5.51,0.54,2.23,0.54,0.72,0.3,,,,,,,,,1582.8522862608631,1537.5546402767557
3550,0,5,5,3.03,0.47,3.33,0.47,1.09,0.36,0.67,0.5,2.05,0.45,2.93,0.56,2.11,0.35,1.0,0.3,1539.5596550818386,1530.9614599046863
3551,0,6,8,4.32,0.47,5.16,0.52,0.81,0.4,0.78,0.2,3.75,0.48,3.66,0.58,1.37,0.4,0.69,0.3,1494.302129981648,1512.5689244406635
3552,0,6,0,3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5,3.31,0.41,4.59,0.54,1.68,0.41,0.6,0.7,1527.37800743989,1485.243764211608
3553,0,5,9,2.26,0.46,1.92,0.47,4.38,0.65,0.5,0.5,3.2,0.41,3.52,0.59,0.62,0.63,0.5,0.8,1521.9286114983288,1466.101260965674
3554,0,6,12,4.42,0.33,4.89,0.51,0.7,0.24,0.42,0.6,5.47,0.5,4.92,0.61,0.81,0.32,0.75,0.1,1513.6898167612735,1502.2134381928113
3555,0,1,8,3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3,5.67,0.5,3.77,0.6,0.51,0.44,0.58,0.3,1449.7906545590477,1539.5739981806937
3556,1,1,5,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1,5.57,0.54,3.24,0.54,0.15,0.2,0.53,0.0,1485.826156720025,1476.3304649576812
3557,1,5,0,1.71,0.38,2.08,0.5,2.73,0.3,0.29,1.8,1.75,0.4,1.68,0.53,2.11,0.45,0.52,0.8,1568.5839416657377,1486.4635752577406
3558,0,6,3,2.57,0.42,1.88,0.63,2.83,0.51,0.46,0.2,4.19,0.46,3.2,0.58,2.04,0.46,0.77,0.8,1473.2794275405925,1523.093646296324
3559,0,5,0,3.81,0.35,3.96,0.56,0.91,0.35,0.7,0.2,2.92,0.61,2.68,0.46,3.06,0.54,0.0,3.1,1457.120679305583,1544.6869950950368
3560,1,1,8,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2,4.36,0.37,5.67,0.47,0.33,0.5,0.73,0.7,1559.2364495250497,1535.8433855204769
3561,1,1,4,2.48,0.5,2.48,0.4,0.57,0.26,0.52,0.0,3.6,0.48,3.31,0.55,1.39,0.33,0.75,0.1,1591.4180365274085,1593.088572895982
3562,1,6,6,4.13,0.39,3.31,0.6,0.26,0.33,0.57,0.7,3.13,0.45,2.67,0.6,0.98,0.42,0.6,0.5,1564.0669159266454,1623.523331187246
3563,0,1,8,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,3.86,0.46,2.95,0.61,0.43,1.0,0.57,0.0,1476.691806066874,1517.3600634540207
3564,0,6,2,4.76,0.4,5.94,0.53,1.42,0.26,0.64,0.7,4.68,0.35,4.62,0.58,0.74,0.42,0.57,0.1,1467.807726751721,1458.1625143081478
3565,1,6,6,3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6,3.68,0.34,5.64,0.5,1.23,0.8,0.83,0.3,1570.4348621978993,1446.57569669635
3566,0,1,6,5.75,0.55,3.97,0.56,1.78,0.31,0.62,0.0,4.82,0.4,3.46,0.55,0.86,0.3,0.57,0.6,1512.5930508406004,1564.4357164027174
3567,1,5,8,5.05,0.51,5.44,0.57,0.56,0.5,0.87,0.1,3.15,0.26,6.39,0.54,0.0,0.0,0.0,0.7,1570.0908501132783,1455.5466932113588
3568,1,7,3,,,,,,,,,3.22,0.36,2.82,0.63,0.95,0.71,0.51,0.4,1483.1732551115133,1467.405586182463
3569,0,6,9,2.28,0.34,3.58,0.5,0.67,0.21,0.33,0.8,3.6,0.37,4.07,0.5,0.7,0.31,0.67,0.6,1453.365587832946,1481.4061720286431
3570,0,5,8,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3,5.03,0.4,4.78,0.56,0.33,0.24,0.47,0.3,1443.4444080535368,1543.0471208288675
3571,1,1,7,3.3,0.52,3.93,0.51,0.61,0.4,0.38,1.5,3.07,0.38,3.55,0.48,1.81,0.4,1.0,0.0,1464.6969269698334,1470.097596568037
3572,1,1,7,3.44,0.49,3.05,0.6,1.57,0.3,0.78,0.0,4.1,0.49,2.68,0.53,0.7,0.29,0.65,1.0,1575.9477716726706,1543.6834832394509
3573,0,6,4,2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2,3.54,0.5,1.91,0.58,5.69,0.53,0.31,0.0,1504.831689317797,1616.3097242768415
3574,1,1,4,3.77,0.46,5.18,0.44,0.0,0.0,0.57,0.0,3.35,0.39,5.82,0.35,4.41,0.62,1.0,0.9,1503.8776482234612,1483.7545887806457
3575,1,7,8,3.45,0.43,2.63,0.61,1.46,0.41,0.67,0.6,4.46,0.42,3.95,0.56,1.19,0.41,0.6,0.0,1584.9571285330112,1554.5126588781309
3576,1,5,5,2.9,0.59,2.39,0.56,0.76,0.3,0.5,0.8,4.03,0.48,2.96,0.47,2.52,0.41,0.33,0.0,1507.208983635665,1486.9723667594928
3577,0,4,6,3.66,0.38,4.86,0.5,0.68,0.27,0.53,0.7,2.84,0.41,4.1,0.54,1.27,0.53,0.33,0.0,1469.3081769952998,1469.2995311487405
3578,0,1,7,2.74,0.5,5.66,0.39,4.47,0.25,0.0,0.0,4.02,0.48,3.2,0.55,0.05,0.11,0.76,0.1,1468.7017744904333,1620.0325847465183
3579,1,1,2,6.18,0.56,3.36,0.58,1.67,0.34,0.7,0.2,2.22,0.46,2.58,0.47,5.73,0.52,0.66,0.0,1684.7729657271243,1529.7566115167974
3580,1,5,3,1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6,3.51,0.4,3.01,0.59,0.25,0.33,0.63,1.0,1538.6647485071433,1511.278224974964
3581,1,6,6,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0.0,3.36,0.4,3.5,0.54,1.36,0.5,0.58,0.1,1466.7033167755928,1440.524766124265
3582,0,6,0,3.26,0.44,3.63,0.53,0.5,0.16,0.3,0.0,3.6,0.45,3.0,0.64,2.7,0.47,0.42,0.6,1465.1455675796649,1510.0525887288109
3583,1,6,8,2.93,0.43,3.17,0.58,0.25,1.0,0.86,0.0,3.8,0.33,4.49,0.56,0.33,0.5,0.0,0.0,1497.3640013923955,1484.4655979319373
3584,1,4,7,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,3.54,0.48,4.05,0.5,1.71,0.24,0.8,0.1,1528.478095433715,1499.1671463580262
3585,1,5,11,3.16,0.52,2.0,0.64,2.74,0.64,0.71,0.3,4.03,0.44,7.15,0.43,0.15,0.33,0.65,0.0,1643.6827955095644,1474.302088681192
3586,1,6,6,2.38,0.47,2.51,0.57,3.94,0.36,0.47,0.6,3.7,0.46,2.51,0.69,1.62,0.5,0.75,0.0,1586.3756360772884,1527.0294391648465
3587,1,7,4,,,,,,,,,4.27,0.58,4.3,0.45,0.45,0.5,0.87,0.5,1517.1332877047412,1466.7992367472616
3588,1,6,0,3.54,0.38,3.93,0.57,0.55,0.42,0.72,0.2,4.27,0.49,5.37,0.5,0.51,0.39,0.72,0.8,1501.5175475335734,1580.555686434945
3589,1,1,7,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,3.19,0.49,5.04,0.44,0.44,0.22,0.5,0.6,1571.2186919455112,1518.469533754841
3590,1,4,8,2.42,0.42,3.73,0.59,1.2,0.38,0.75,0.4,5.04,0.49,3.65,0.6,1.14,0.4,0.64,0.2,1537.4023532743972,1495.9658616200452
3591,1,6,6,1.82,0.4,2.95,0.43,3.01,0.33,0.43,0.3,3.34,0.47,3.74,0.59,0.91,0.54,0.34,0.1,1510.4254028697778,1475.566438251804
3592,0,5,12,1.57,0.54,3.13,0.33,3.91,1.0,0.5,0.0,2.74,0.4,2.5,0.53,0.75,0.33,0.35,1.7,1484.0,1470.42377977295
3593,1,1,0,2.72,0.45,2.79,0.49,1.44,0.62,0.6,0.8,3.36,0.41,5.37,0.67,0.85,0.21,0.7,1.9,1528.7721401857436,1468.2565003869554
3594,1,1,3,2.82,0.54,3.64,0.49,1.69,0.35,0.58,1.4,1.58,0.37,1.72,0.6,0.53,0.5,0.23,2.6,1596.285360214953,1482.718986742254
3595,1,1,7,2.53,0.47,2.83,0.62,2.57,0.39,0.57,1.3,3.51,0.47,3.05,0.51,3.14,0.33,0.85,0.6,1527.8007932516175,1591.311186811925
3596,0,4,2,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1,3.84,0.37,4.15,0.51,2.17,0.44,0.7,0.2,1517.8264728437534,1518.96435449738
3597,0,1,6,1.56,0.35,2.32,0.59,1.45,0.35,0.2,1.2,3.74,0.52,2.3,0.57,6.86,0.48,1.0,0.8,1488.914416588894,1589.4125596737051
